datetime,symbol,open,high,low,close,volume
2021-02-09 22:30:00,NASDAQ:META,272.31,273.16,270.19,270.43,145442.0
2021-02-09 23:30:00,NASDAQ:META,270.43,271.24,269.7,270.69,82923.0
2021-02-10 00:30:00,NASDAQ:META,270.75,270.95,269.36,269.42,42213.0
2021-02-10 01:30:00,NASDAQ:META,269.44,270.89,269.435,270.01,59385.0
2021-02-10 02:30:00,NASDAQ:META,270.18,270.75,269.88,270.12,63524.0
2021-02-10 03:30:00,NASDAQ:META,270.11,270.21,268.77,269.41,90775.0
2021-02-10 21:30:00,NASDAQ:META,272.47,273.77,268.86,269.95,177215.0
2021-02-10 22:30:00,NASDAQ:META,269.6,270.06,268.26,268.84,60146.0
2021-02-10 23:30:00,NASDAQ:META,268.68,268.88,267.76,268.5,38302.0
2021-02-11 00:30:00,NASDAQ:META,268.53,269.51,268.33,269.42,39148.0
2021-02-11 01:30:00,NASDAQ:META,269.45,271.97,269.29,271.92,84764.0
2021-02-11 02:30:00,NASDAQ:META,271.92,272.67,271.51,271.92,105043.0
2021-02-11 03:30:00,NASDAQ:META,272.09,272.3,271.14,271.87,70205.0
2021-02-11 21:30:00,NASDAQ:META,271.87,273.55,269.28,269.52,142612.0
2021-02-11 22:30:00,NASDAQ:META,269.65,270.64,268.73,269.24,87513.0
2021-02-11 23:30:00,NASDAQ:META,269.37,270.0,268.82,269.04,60491.0
2021-02-12 00:30:00,NASDAQ:META,269.0,269.96,268.49,269.84,50946.0
2021-02-12 01:30:00,NASDAQ:META,270.0,270.25,269.36,270.08,57122.0
2021-02-12 02:30:00,NASDAQ:META,270.03,271.19,269.84,271.01,76126.0
2021-02-12 03:30:00,NASDAQ:META,271.14,271.47,269.52,270.49,128765.0
2021-02-12 21:30:00,NASDAQ:META,270.52,271.16,268.76,269.82,130743.0
2021-02-12 22:30:00,NASDAQ:META,269.84,269.94,268.99,269.48,61894.0
2021-02-12 23:30:00,NASDAQ:META,269.56,269.72,268.97,269.7,41302.0
2021-02-13 00:30:00,NASDAQ:META,269.69,269.84,269.07,269.73,53549.0
2021-02-13 01:30:00,NASDAQ:META,269.71,270.0,268.46,268.73,63536.0
2021-02-13 02:30:00,NASDAQ:META,268.73,269.35,268.355,269.29,42821.0
2021-02-13 03:30:00,NASDAQ:META,269.32,270.9,269.21,270.54,114743.0
2021-02-16 21:30:00,NASDAQ:META,270.54,275.17,270.15,274.76,228704.0
2021-02-16 22:30:00,NASDAQ:META,274.8,276.59,274.06,274.92,129585.0
2021-02-16 23:30:00,NASDAQ:META,274.75,275.68,272.85,274.48,66509.0
2021-02-17 00:30:00,NASDAQ:META,274.46,274.98,273.91,274.22,62526.0
2021-02-17 01:30:00,NASDAQ:META,274.01,275.18,273.59,275.0,52415.0
2021-02-17 02:30:00,NASDAQ:META,274.99,275.25,273.99,274.86,60816.0
2021-02-17 03:30:00,NASDAQ:META,274.89,274.92,273.59,273.9,90816.0
2021-02-17 21:30:00,NASDAQ:META,270.44,273.91,270.01,272.11,145441.0
2021-02-17 22:30:00,NASDAQ:META,271.85,272.7,270.59,270.69,127831.0
2021-02-17 23:30:00,NASDAQ:META,270.61,272.0,269.61,271.95,132496.0
2021-02-18 00:30:00,NASDAQ:META,272.14,272.75,271.47,272.65,60371.0
2021-02-18 01:30:00,NASDAQ:META,272.69,273.37,272.21,272.39,57715.0
2021-02-18 02:30:00,NASDAQ:META,272.5,273.06,272.22,272.75,55321.0
2021-02-18 03:30:00,NASDAQ:META,272.73,273.97,272.57,273.58,74985.0
2021-02-18 21:30:00,NASDAQ:META,269.68,271.89,266.74,267.56,268218.0
2021-02-18 22:30:00,NASDAQ:META,267.58,268.11,266.215,267.61,131551.0
2021-02-18 23:30:00,NASDAQ:META,267.7,268.15,266.03,268.0,111816.0
2021-02-19 00:30:00,NASDAQ:META,267.99,268.72,267.57,268.55,71311.0
2021-02-19 01:30:00,NASDAQ:META,268.78,269.25,268.26,268.74,72351.0
2021-02-19 02:30:00,NASDAQ:META,268.76,270.85,268.74,270.62,121182.0
2021-02-19 03:30:00,NASDAQ:META,270.62,270.95,269.04,269.35,92382.0
2021-02-19 21:30:00,NASDAQ:META,269.82,269.82,264.66,265.3,263769.0
2021-02-19 22:30:00,NASDAQ:META,265.25,265.58,263.81,264.41,169532.0
2021-02-19 23:30:00,NASDAQ:META,264.49,264.57,262.31,262.35,160377.0
2021-02-20 00:30:00,NASDAQ:META,262.25,262.515,260.17,261.4,190633.0
2021-02-20 01:30:00,NASDAQ:META,261.29,262.2,261.02,261.77,93110.0
2021-02-20 02:30:00,NASDAQ:META,261.78,262.54,260.99,262.54,168758.0
2021-02-20 03:30:00,NASDAQ:META,262.51,262.63,261.08,261.68,184958.0
2021-02-22 21:30:00,NASDAQ:META,257.82,262.01,257.55,260.13,157724.0
2021-02-22 22:30:00,NASDAQ:META,260.16,260.36,257.58,260.0,127663.0
2021-02-22 23:30:00,NASDAQ:META,260.01,261.03,259.65,259.81,85444.0
2021-02-23 00:30:00,NASDAQ:META,259.83,262.18,259.62,262.17,74189.0
2021-02-23 01:30:00,NASDAQ:META,262.2,262.83,261.51,262.82,74160.0
2021-02-23 02:30:00,NASDAQ:META,262.78,263.06,261.6,261.68,67961.0
2021-02-23 03:30:00,NASDAQ:META,261.62,261.98,260.1,260.34,134698.0
2021-02-23 21:30:00,NASDAQ:META,259.26,265.08,255.0,263.74,361289.0
2021-02-23 22:30:00,NASDAQ:META,263.855,265.6,262.4,263.48,122668.0
2021-02-23 23:30:00,NASDAQ:META,263.46,264.45,261.96,263.58,79832.0
2021-02-24 00:30:00,NASDAQ:META,263.5,264.08,260.89,264.08,74018.0
2021-02-24 01:30:00,NASDAQ:META,264.07,265.0,263.05,264.92,56723.0
2021-02-24 02:30:00,NASDAQ:META,264.72,267.46,263.7,267.21,142917.0
2021-02-24 03:30:00,NASDAQ:META,267.21,267.21,265.45,265.64,109204.0
2021-02-24 21:30:00,NASDAQ:META,262.23,264.3,258.5,261.2,216934.0
2021-02-24 22:30:00,NASDAQ:META,261.2,262.66,260.33,262.38,83927.0
2021-02-24 23:30:00,NASDAQ:META,262.36,264.73,261.88,264.32,73033.0
2021-02-25 00:30:00,NASDAQ:META,264.32,265.7,263.79,265.56,82899.0
2021-02-25 01:30:00,NASDAQ:META,265.63,266.36,265.03,265.2,94056.0
2021-02-25 02:30:00,NASDAQ:META,265.25,265.95,264.79,265.72,72745.0
2021-02-25 03:30:00,NASDAQ:META,265.71,266.04,264.165,264.42,93173.0
2021-02-25 21:30:00,NASDAQ:META,262.56,266.81,262.49,263.2,214126.0
2021-02-25 22:30:00,NASDAQ:META,263.15,263.15,260.91,261.59,107204.0
2021-02-25 23:30:00,NASDAQ:META,261.46,261.55,258.16,258.19,122838.0
2021-02-26 00:30:00,NASDAQ:META,258.23,258.74,255.73,257.53,137145.0
2021-02-26 01:30:00,NASDAQ:META,257.49,259.45,256.08,259.165,103958.0
2021-02-26 02:30:00,NASDAQ:META,258.99,259.06,254.68,254.71,115453.0
2021-02-26 03:30:00,NASDAQ:META,254.71,256.52,254.04,254.76,186062.0
2021-02-26 21:30:00,NASDAQ:META,256.83,261.84,256.52,256.84,266204.0
2021-02-26 22:30:00,NASDAQ:META,257.13,262.77,256.63,262.39,150764.0
2021-02-26 23:30:00,NASDAQ:META,262.63,265.49,262.51,264.79,157569.0
2021-02-27 00:30:00,NASDAQ:META,264.96,265.52,262.83,265.09,89707.0
2021-02-27 01:30:00,NASDAQ:META,265.13,265.16,261.77,262.42,88250.0
2021-02-27 02:30:00,NASDAQ:META,262.32,265.0,262.07,262.7,132355.0
2021-02-27 03:30:00,NASDAQ:META,262.76,264.57,257.03,257.23,294186.0
2021-03-01 21:30:00,NASDAQ:META,260.9,261.13,257.93,260.74,324282.0
2021-03-01 22:30:00,NASDAQ:META,260.81,262.0,260.41,261.04,154615.0
2021-03-01 23:30:00,NASDAQ:META,261.0,262.38,260.01,261.76,95927.0
2021-03-02 00:30:00,NASDAQ:META,261.8,262.55,260.51,261.76,76499.0
2021-03-02 01:30:00,NASDAQ:META,261.74,265.2,261.705,265.15,81894.0
2021-03-02 02:30:00,NASDAQ:META,265.17,266.65,264.99,265.87,126132.0
2021-03-02 03:30:00,NASDAQ:META,265.93,266.09,264.12,264.37,224127.0
2021-03-02 21:30:00,NASDAQ:META,265.27,266.68,263.18,264.35,150195.0
2021-03-02 22:30:00,NASDAQ:META,264.3,264.85,263.35,264.15,79452.0
2021-03-02 23:30:00,NASDAQ:META,264.04,264.6,263.0,264.22,66578.0
2021-03-03 00:30:00,NASDAQ:META,264.25,265.85,264.15,265.6,42585.0
2021-03-03 01:30:00,NASDAQ:META,265.61,266.0,263.12,263.12,64923.0
2021-03-03 02:30:00,NASDAQ:META,263.1,263.56,260.95,261.17,85016.0
2021-03-03 03:30:00,NASDAQ:META,261.09,261.32,258.66,259.04,159121.0
2021-03-03 21:30:00,NASDAQ:META,260.42,260.91,256.44,257.28,163575.0
2021-03-03 22:30:00,NASDAQ:META,257.11,260.32,256.93,260.29,103249.0
2021-03-03 23:30:00,NASDAQ:META,260.47,260.85,257.19,257.55,83073.0
2021-03-04 00:30:00,NASDAQ:META,257.49,257.78,256.16,257.1,137187.0
2021-03-04 01:30:00,NASDAQ:META,257.07,257.13,255.45,255.72,90273.0
2021-03-04 02:30:00,NASDAQ:META,255.75,257.74,255.15,256.53,94961.0
2021-03-04 03:30:00,NASDAQ:META,256.5,257.25,255.25,255.34,90490.0
2021-03-04 21:30:00,NASDAQ:META,256.4,259.37,255.6,257.36,235205.0
2021-03-04 22:30:00,NASDAQ:META,257.37,265.09,257.36,264.59,292103.0
2021-03-04 23:30:00,NASDAQ:META,264.69,266.48,261.42,262.25,202415.0
2021-03-05 00:30:00,NASDAQ:META,262.23,262.37,256.0,257.815,295550.0
2021-03-05 01:30:00,NASDAQ:META,257.71,257.88,253.5,256.72,154710.0
2021-03-05 02:30:00,NASDAQ:META,256.66,260.04,255.71,258.6,235963.0
2021-03-05 03:30:00,NASDAQ:META,258.53,259.49,256.3,257.63,189121.0
2021-03-05 21:30:00,NASDAQ:META,260.68,261.25,257.71,260.07,344163.0
2021-03-05 22:30:00,NASDAQ:META,260.15,261.69,255.61,255.99,241435.0
2021-03-05 23:30:00,NASDAQ:META,256.11,258.45,255.79,257.6,114683.0
2021-03-06 00:30:00,NASDAQ:META,257.55,261.68,257.32,260.72,193200.0
2021-03-06 01:30:00,NASDAQ:META,260.9,261.91,259.51,260.85,116451.0
2021-03-06 02:30:00,NASDAQ:META,260.81,264.45,260.81,264.09,232581.0
2021-03-06 03:30:00,NASDAQ:META,263.92,265.42,263.74,264.28,211150.0
2021-03-08 21:30:00,NASDAQ:META,265.24,265.3,260.83,263.8,258749.0
2021-03-08 22:30:00,NASDAQ:META,263.78,264.67,262.01,263.44,73754.0
2021-03-08 23:30:00,NASDAQ:META,263.43,263.43,260.57,261.15,92150.0
2021-03-09 00:30:00,NASDAQ:META,261.09,261.37,259.25,259.33,67505.0
2021-03-09 01:30:00,NASDAQ:META,259.45,259.45,257.39,258.9,81267.0
2021-03-09 02:30:00,NASDAQ:META,258.94,259.61,256.7,256.83,97486.0
2021-03-09 03:30:00,NASDAQ:META,256.84,258.39,255.05,255.43,114164.0
2021-03-09 21:30:00,NASDAQ:META,261.19,265.47,259.81,265.0,393681.0
2021-03-09 22:30:00,NASDAQ:META,265.095,266.59,263.49,266.49,137892.0
2021-03-09 23:30:00,NASDAQ:META,266.45,266.46,264.57,264.85,85093.0
2021-03-10 00:30:00,NASDAQ:META,264.88,268.17,264.73,267.48,122179.0
2021-03-10 01:30:00,NASDAQ:META,267.555,268.49,267.23,267.47,117248.0
2021-03-10 02:30:00,NASDAQ:META,267.49,268.08,267.09,267.85,139399.0
2021-03-10 03:30:00,NASDAQ:META,267.83,268.11,265.15,265.72,127570.0
2021-03-10 21:30:00,NASDAQ:META,268.3,268.77,264.44,264.59,190754.0
2021-03-10 22:30:00,NASDAQ:META,264.48,265.01,262.88,264.94,84319.0
2021-03-10 23:30:00,NASDAQ:META,264.86,265.55,263.84,264.48,52123.0
2021-03-11 00:30:00,NASDAQ:META,264.4,265.59,263.49,265.29,80569.0
2021-03-11 01:30:00,NASDAQ:META,265.325,265.535,263.65,264.66,66678.0
2021-03-11 02:30:00,NASDAQ:META,264.82,266.27,264.76,265.57,89909.0
2021-03-11 03:30:00,NASDAQ:META,265.68,266.17,264.4,264.91,84163.0
2021-03-11 21:30:00,NASDAQ:META,267.98,274.5,267.85,273.33,308457.0
2021-03-11 22:30:00,NASDAQ:META,273.22,274.67,273.22,274.135,191230.0
