datetime,symbol,open,high,low,close,volume
2021-01-04 21:30:00,NASDAQ:META,274.65,274.66,270.01,271.24,95457.0
2021-01-04 22:30:00,NASDAQ:META,271.16,272.57,267.47,268.32,79002.0
2021-01-04 23:30:00,NASDAQ:META,268.1,269.0,265.25,266.95,71734.0
2021-01-05 00:30:00,NASDAQ:META,266.81,268.95,265.94,268.44,52124.0
2021-01-05 01:30:00,NASDAQ:META,268.39,269.75,268.085,269.28,64195.0
2021-01-05 02:30:00,NASDAQ:META,269.25,269.47,268.15,268.27,39701.0
2021-01-05 03:30:00,NASDAQ:META,268.25,270.13,268.01,268.98,55055.0
2021-01-05 21:30:00,NASDAQ:META,268.8,272.16,268.68,271.29,101390.0
2021-01-05 22:30:00,NASDAQ:META,271.3,272.1,270.78,271.65,41633.0
2021-01-05 23:30:00,NASDAQ:META,271.62,272.38,270.2,270.22,44025.0
2021-01-06 00:30:00,NASDAQ:META,270.27,270.75,269.61,270.32,28257.0
2021-01-06 01:30:00,NASDAQ:META,270.34,271.76,270.34,271.74,27723.0
2021-01-06 02:30:00,NASDAQ:META,271.72,272.04,270.78,270.82,34187.0
2021-01-06 03:30:00,NASDAQ:META,270.76,271.44,270.57,270.93,44533.0
2021-01-06 21:30:00,NASDAQ:META,261.61,266.73,260.01,266.54,266892.0
2021-01-06 22:30:00,NASDAQ:META,266.42,267.7,266.16,267.17,161765.0
2021-01-06 23:30:00,NASDAQ:META,267.23,267.23,265.1,265.78,62917.0
2021-01-07 00:30:00,NASDAQ:META,265.91,266.4,264.68,265.19,102329.0
2021-01-07 01:30:00,NASDAQ:META,265.22,266.6,264.76,265.0,44588.0
2021-01-07 02:30:00,NASDAQ:META,265.04,265.92,263.48,264.88,54525.0
2021-01-07 03:30:00,NASDAQ:META,264.83,265.14,263.0,263.32,82857.0
2021-01-07 21:30:00,NASDAQ:META,265.76,271.6,264.9,269.37,214360.0
2021-01-07 22:30:00,NASDAQ:META,269.52,270.1,267.82,269.28,91483.0
2021-01-07 23:30:00,NASDAQ:META,269.53,270.61,267.93,268.02,57044.0
2021-01-08 00:30:00,NASDAQ:META,268.06,269.03,267.6,267.89,58760.0
2021-01-08 01:30:00,NASDAQ:META,267.85,268.91,267.75,268.48,22643.0
2021-01-08 02:30:00,NASDAQ:META,268.5,269.78,268.12,269.76,33444.0
2021-01-08 03:30:00,NASDAQ:META,269.68,270.1,268.54,268.64,83630.0
2021-01-08 21:30:00,NASDAQ:META,268.28,268.88,263.37,263.8,210021.0
2021-01-08 22:30:00,NASDAQ:META,264.0,265.365,263.48,264.46,109913.0
2021-01-08 23:30:00,NASDAQ:META,264.44,267.13,263.695,266.11,118878.0
2021-01-09 00:30:00,NASDAQ:META,266.06,266.86,264.75,265.15,58130.0
2021-01-09 01:30:00,NASDAQ:META,265.18,265.85,264.15,265.83,46580.0
2021-01-09 02:30:00,NASDAQ:META,265.84,266.66,265.57,266.28,46371.0
2021-01-09 03:30:00,NASDAQ:META,266.29,268.0,266.12,267.51,83651.0
2021-01-11 21:30:00,NASDAQ:META,260.12,262.77,255.94,260.1,597169.0
2021-01-11 22:30:00,NASDAQ:META,260.16,261.08,259.43,260.19,161120.0
2021-01-11 23:30:00,NASDAQ:META,260.15,262.96,259.39,262.27,137829.0
2021-01-12 00:30:00,NASDAQ:META,262.465,263.39,260.12,260.29,103151.0
2021-01-12 01:30:00,NASDAQ:META,260.285,260.66,258.11,258.39,150795.0
2021-01-12 02:30:00,NASDAQ:META,258.38,258.85,256.54,256.55,239760.0
2021-01-12 03:30:00,NASDAQ:META,256.52,258.31,256.17,256.84,217709.0
2021-01-12 21:30:00,NASDAQ:META,256.61,259.62,253.4,253.42,177584.0
2021-01-12 22:30:00,NASDAQ:META,253.38,255.12,252.69,253.53,122889.0
2021-01-12 23:30:00,NASDAQ:META,253.62,253.79,250.3,251.01,148209.0
2021-01-13 00:30:00,NASDAQ:META,251.18,252.53,250.785,252.46,75585.0
2021-01-13 01:30:00,NASDAQ:META,252.4,253.23,251.79,252.15,70006.0
2021-01-13 02:30:00,NASDAQ:META,252.13,252.8,251.23,251.23,166289.0
2021-01-13 03:30:00,NASDAQ:META,251.24,251.78,250.65,250.89,171974.0
2021-01-13 21:30:00,NASDAQ:META,251.5,252.55,249.25,252.45,211556.0
2021-01-13 22:30:00,NASDAQ:META,252.47,253.94,252.27,252.82,135590.0
2021-01-13 23:30:00,NASDAQ:META,252.8,253.3,250.94,251.69,98991.0
2021-01-14 00:30:00,NASDAQ:META,251.67,251.96,251.035,251.41,95822.0
2021-01-14 01:30:00,NASDAQ:META,251.42,252.42,251.115,251.95,84067.0
2021-01-14 02:30:00,NASDAQ:META,252.0,252.61,251.5,251.63,74414.0
2021-01-14 03:30:00,NASDAQ:META,251.7,252.34,251.3,251.51,77047.0
2021-01-14 21:30:00,NASDAQ:META,253.34,255.0,250.14,250.59,211754.0
2021-01-14 22:30:00,NASDAQ:META,250.79,251.66,250.0,250.64,124073.0
2021-01-14 23:30:00,NASDAQ:META,250.65,250.685,247.86,247.94,177860.0
2021-01-15 00:30:00,NASDAQ:META,247.95,249.22,246.41,248.54,203250.0
2021-01-15 01:30:00,NASDAQ:META,248.53,249.185,247.3,247.88,155544.0
2021-01-15 02:30:00,NASDAQ:META,248.0,248.15,245.84,246.26,166065.0
2021-01-15 03:30:00,NASDAQ:META,246.25,246.97,244.65,245.83,196326.0
2021-01-15 21:30:00,NASDAQ:META,247.96,252.38,247.17,250.53,321200.0
2021-01-15 22:30:00,NASDAQ:META,250.67,253.49,250.45,253.47,209199.0
2021-01-15 23:30:00,NASDAQ:META,253.3,253.86,252.36,252.97,120763.0
2021-01-16 00:30:00,NASDAQ:META,252.66,253.0,251.625,251.81,65786.0
2021-01-16 01:30:00,NASDAQ:META,251.89,252.46,251.25,251.73,66105.0
2021-01-16 02:30:00,NASDAQ:META,251.73,252.06,250.86,251.25,101290.0
2021-01-16 03:30:00,NASDAQ:META,251.25,252.5,251.0,251.52,141142.0
2021-01-19 21:30:00,NASDAQ:META,256.83,257.6,252.76,254.41,186852.0
2021-01-19 22:30:00,NASDAQ:META,254.36,255.59,253.85,255.18,65820.0
2021-01-19 23:30:00,NASDAQ:META,255.22,257.59,255.14,257.59,127687.0
2021-01-20 00:30:00,NASDAQ:META,257.62,258.98,257.58,258.61,90179.0
2021-01-20 01:30:00,NASDAQ:META,258.58,260.37,258.56,260.29,139481.0
2021-01-20 02:30:00,NASDAQ:META,260.28,261.96,259.88,261.75,159142.0
2021-01-20 03:30:00,NASDAQ:META,261.75,262.19,261.11,261.12,197253.0
2021-01-20 21:30:00,NASDAQ:META,268.71,269.49,263.64,265.05,296182.0
2021-01-20 22:30:00,NASDAQ:META,264.86,267.71,264.16,267.64,167340.0
2021-01-20 23:30:00,NASDAQ:META,267.63,268.81,266.83,268.49,109937.0
2021-01-21 00:30:00,NASDAQ:META,268.48,270.28,268.43,269.86,142632.0
2021-01-21 01:30:00,NASDAQ:META,269.9,270.12,268.32,269.21,80454.0
2021-01-21 02:30:00,NASDAQ:META,269.15,269.83,268.84,269.51,86791.0
2021-01-21 03:30:00,NASDAQ:META,269.47,269.63,267.18,267.44,116136.0
2021-01-21 21:30:00,NASDAQ:META,269.26,272.56,267.57,271.38,276531.0
2021-01-21 22:30:00,NASDAQ:META,271.46,273.51,271.3,272.275,97751.0
2021-01-21 23:30:00,NASDAQ:META,272.29,273.25,271.3,271.43,75634.0
2021-01-22 00:30:00,NASDAQ:META,271.35,272.72,271.26,272.72,65865.0
2021-01-22 01:30:00,NASDAQ:META,272.69,272.86,270.75,272.06,60345.0
2021-01-22 02:30:00,NASDAQ:META,272.025,273.17,271.93,272.98,80415.0
2021-01-22 03:30:00,NASDAQ:META,272.94,273.39,272.45,272.9,135500.0
2021-01-22 21:30:00,NASDAQ:META,272.01,278.44,272.0,276.34,314137.0
2021-01-22 22:30:00,NASDAQ:META,276.28,277.23,275.8,276.16,113308.0
2021-01-22 23:30:00,NASDAQ:META,276.17,276.81,275.16,276.19,100482.0
2021-01-23 00:30:00,NASDAQ:META,276.24,276.53,275.25,275.73,68664.0
2021-01-23 01:30:00,NASDAQ:META,275.67,276.4,274.95,276.01,52696.0
2021-01-23 02:30:00,NASDAQ:META,276.02,276.17,274.46,274.65,124457.0
2021-01-23 03:30:00,NASDAQ:META,274.62,275.27,274.44,274.44,125977.0
2021-01-25 21:30:00,NASDAQ:META,278.21,280.01,275.8,276.53,208544.0
2021-01-25 22:30:00,NASDAQ:META,276.44,276.795,271.6,273.81,150894.0
2021-01-25 23:30:00,NASDAQ:META,274.07,275.93,273.62,274.68,70669.0
2021-01-26 00:30:00,NASDAQ:META,274.53,277.71,274.43,276.92,58694.0
2021-01-26 01:30:00,NASDAQ:META,276.92,277.28,276.15,276.85,43971.0
2021-01-26 02:30:00,NASDAQ:META,276.85,277.67,276.445,276.445,64460.0
2021-01-26 03:30:00,NASDAQ:META,276.43,278.2,276.31,278.09,81299.0
2021-01-26 21:30:00,NASDAQ:META,278.125,282.59,277.84,282.42,160814.0
2021-01-26 22:30:00,NASDAQ:META,282.36,285.37,282.05,282.6,203480.0
2021-01-26 23:30:00,NASDAQ:META,282.63,283.52,282.08,283.08,67888.0
2021-01-27 00:30:00,NASDAQ:META,283.21,283.29,281.6,282.42,48167.0
2021-01-27 01:30:00,NASDAQ:META,282.66,283.29,282.5,283.17,36531.0
2021-01-27 02:30:00,NASDAQ:META,283.16,284.04,281.91,283.52,75661.0
2021-01-27 03:30:00,NASDAQ:META,283.535,283.58,281.8,282.13,84707.0
2021-01-27 21:30:00,NASDAQ:META,282.53,283.21,272.71,276.7,287707.0
2021-01-27 22:30:00,NASDAQ:META,276.67,277.94,274.25,274.25,154191.0
2021-01-27 23:30:00,NASDAQ:META,274.3,275.71,272.25,275.57,88802.0
2021-01-28 00:30:00,NASDAQ:META,275.655,277.22,274.715,277.0,81731.0
2021-01-28 01:30:00,NASDAQ:META,276.83,276.87,273.49,274.72,93615.0
2021-01-28 02:30:00,NASDAQ:META,274.56,274.56,269.63,270.21,272513.0
2021-01-28 03:30:00,NASDAQ:META,270.22,274.63,268.205,272.2,228539.0
2021-01-28 21:30:00,NASDAQ:META,277.87,286.74,271.94,272.83,452826.0
2021-01-28 22:30:00,NASDAQ:META,272.68,276.05,269.91,274.56,221394.0
2021-01-28 23:30:00,NASDAQ:META,274.62,275.66,272.18,273.67,135468.0
2021-01-29 00:30:00,NASDAQ:META,273.8,274.58,272.63,273.17,83111.0
2021-01-29 01:30:00,NASDAQ:META,273.22,273.46,268.17,268.17,152577.0
2021-01-29 02:30:00,NASDAQ:META,268.16,268.41,265.72,266.04,229441.0
2021-01-29 03:30:00,NASDAQ:META,266.06,267.11,264.7,264.77,176240.0
2021-01-29 21:30:00,NASDAQ:META,265.3,266.51,258.22,259.42,261566.0
2021-01-29 22:30:00,NASDAQ:META,259.3,259.3,256.02,256.8,243545.0
2021-01-29 23:30:00,NASDAQ:META,256.63,258.04,255.96,256.71,157490.0
2021-01-30 00:30:00,NASDAQ:META,256.55,257.28,254.85,256.91,152031.0
2021-01-30 01:30:00,NASDAQ:META,256.81,259.6,256.18,259.56,144254.0
2021-01-30 02:30:00,NASDAQ:META,259.56,260.47,257.35,259.58,115336.0
2021-01-30 03:30:00,NASDAQ:META,259.37,260.1,257.63,258.21,141999.0
2021-02-01 21:30:00,NASDAQ:META,259.64,260.82,254.91,259.36,244213.0
2021-02-01 22:30:00,NASDAQ:META,259.48,259.65,256.22,258.435,122461.0
2021-02-01 23:30:00,NASDAQ:META,258.48,262.7,258.01,261.59,140100.0
2021-02-02 00:30:00,NASDAQ:META,261.71,263.35,261.08,262.965,87511.0
2021-02-02 01:30:00,NASDAQ:META,263.0,264.16,262.66,263.41,85341.0
2021-02-02 02:30:00,NASDAQ:META,263.405,264.1,262.71,262.88,94466.0
2021-02-02 03:30:00,NASDAQ:META,262.88,263.76,261.74,261.8,113004.0
2021-02-02 21:30:00,NASDAQ:META,264.0,267.67,263.29,265.97,182546.0
2021-02-02 22:30:00,NASDAQ:META,266.06,267.64,265.17,267.57,71934.0
2021-02-02 23:30:00,NASDAQ:META,267.69,268.78,267.2,268.59,84946.0
2021-02-03 00:30:00,NASDAQ:META,268.57,268.79,267.48,267.78,49001.0
2021-02-03 01:30:00,NASDAQ:META,267.84,268.59,266.82,266.93,58526.0
2021-02-03 02:30:00,NASDAQ:META,266.97,268.15,266.68,267.91,95112.0
2021-02-03 03:30:00,NASDAQ:META,267.88,268.55,266.96,267.15,104711.0
2021-02-03 21:30:00,NASDAQ:META,265.62,267.81,263.89,265.45,186338.0
2021-02-03 22:30:00,NASDAQ:META,265.43,267.55,265.16,266.56,83693.0
2021-02-03 23:30:00,NASDAQ:META,266.61,268.775,266.06,268.55,114323.0
2021-02-04 00:30:00,NASDAQ:META,268.57,269.16,267.95,268.255,87042.0
2021-02-04 01:30:00,NASDAQ:META,268.24,268.56,266.99,267.74,48632.0
2021-02-04 02:30:00,NASDAQ:META,267.85,268.19,266.69,266.75,58095.0
2021-02-04 03:30:00,NASDAQ:META,266.82,267.96,266.58,266.7,70518.0
2021-02-04 21:30:00,NASDAQ:META,267.1,268.16,264.0,265.1,158501.0
2021-02-04 22:30:00,NASDAQ:META,265.05,266.0,264.63,265.64,109034.0
2021-02-04 23:30:00,NASDAQ:META,265.69,265.86,264.49,265.21,58076.0
2021-02-05 00:30:00,NASDAQ:META,265.18,266.55,265.18,266.23,64582.0
2021-02-05 01:30:00,NASDAQ:META,266.28,266.4,265.17,265.17,45491.0
2021-02-05 02:30:00,NASDAQ:META,265.18,266.05,264.93,265.5,54016.0
2021-02-05 03:30:00,NASDAQ:META,265.68,266.65,265.41,266.55,70715.0
2021-02-05 21:30:00,NASDAQ:META,266.64,268.93,265.73,267.54,170007.0
2021-02-05 22:30:00,NASDAQ:META,267.5,268.7,267.09,267.34,115488.0
2021-02-05 23:30:00,NASDAQ:META,267.41,268.58,267.28,268.44,58721.0
2021-02-06 00:30:00,NASDAQ:META,268.47,269.12,268.08,268.11,71151.0
2021-02-06 01:30:00,NASDAQ:META,268.17,268.64,267.79,268.58,47251.0
2021-02-06 02:30:00,NASDAQ:META,268.67,268.73,267.86,268.18,62964.0
2021-02-06 03:30:00,NASDAQ:META,268.2,268.25,267.66,268.15,63788.0
2021-02-08 21:30:00,NASDAQ:META,268.56,269.81,266.2,267.59,171114.0
2021-02-08 22:30:00,NASDAQ:META,267.55,267.65,265.58,265.6,127654.0
2021-02-08 23:30:00,NASDAQ:META,265.65,266.39,265.18,265.95,101668.0
2021-02-09 00:30:00,NASDAQ:META,265.94,266.17,265.51,265.76,50787.0
2021-02-09 01:30:00,NASDAQ:META,265.75,265.9,265.01,265.8,29933.0
2021-02-09 02:30:00,NASDAQ:META,265.81,266.59,265.75,266.25,45351.0
2021-02-09 03:30:00,NASDAQ:META,266.25,266.79,265.69,266.58,76482.0
2021-02-09 21:30:00,NASDAQ:META,266.48,273.34,265.76,272.4,335770.0
